"LOC100288646"	"33583"	"GENE:100288646"	"1839651"	"GENE"		"Gene"	
"LOC100420892"	"40553"	"GENE:100420892"	"1839652"	"GENE"		"Gene"	
"PTP4A1P7"	"37118"	"GENE:100421681"	"1839653"	"GENE"		"Gene"	
"LOC100418540"	"30211"	"GENE:100418540"	"1839654"	"GENE"		"Gene"	
"HWE2"	"30151"	"GENE:100415904"	"1839655"	"GENE"		"Gene"	
"LOC400347"	"27811"	"GENE:400347"	"1839656"	"GENE"		"Gene"	
"LOC391657"	"26414"	"GENE:391657"	"1839657"	"GENE"		"Gene"	
"MIR1293"	"35396"	"GENE:100302220"	"1839658"	"GENE"		"Gene"	
"LOC100505769"	"41025"	"GENE:100505769"	"1839659"	"GENE"		"Gene"	
"MAGEA12"	"2776"	"GENE:4111"	"1839660"	"GENE"		"Gene"	
"LOC100507615"	"38732"	"GENE:100507615"	"1839661"	"GENE"		"Gene"	
"MIR3650"	"40184"	"GENE:100500824"	"1839662"	"GENE"		"Gene"	
"RPL23AP62"	"30918"	"GENE:100271617"	"1839663"	"GENE"		"Gene"	
"RPL21P134"	"23577"	"GENE:728782"	"1839664"	"GENE"		"Gene"	
"ABCD1P5"	"29474"	"GENE:642762"	"1839665"	"GENE"		"Gene"	
"TCEA1P2"	"27324"	"GENE:399511"	"1839666"	"GENE"		"Gene"	
"GULOP"	"1887"	"GENE:2989"	"1839667"	"GENE"		"Gene"	
"IBA57"	"16819"	"GENE:200205"	"1839668"	"GENE"		"Gene"	
"LOC100418556"	"30227"	"GENE:100418556"	"1839669"	"GENE"		"Gene"	
"DUSP15"	"17153"	"GENE:128853"	"1839670"	"GENE"		"Gene"	
"CKS1BP7"	"18175"	"GENE:137529"	"1839671"	"GENE"		"Gene"	
"LOC100419798"	"32419"	"GENE:100419798"	"1839672"	"GENE"		"Gene"	
"LOC100421023"	"40915"	"GENE:100421023"	"1839673"	"GENE"		"Gene"	
"MSK9"	"3915"	"GENE:4447"	"1839674"	"GENE"		"Gene"	
"LOC100131069"	"34272"	"GENE:100131069"	"1839675"	"GENE"		"Gene"	
"FAIM2"	"9566"	"GENE:23017"	"1839676"	"GENE"		"Gene"	
"RPL37P8"	"35815"	"GENE:100271014"	"1839677"	"GENE"		"Gene"	
"ABCC9"	"7458"	"GENE:10060"	"1839678"	"GENE"		"Gene"	
"SRP14P1"	"25015"	"GENE:390284"	"1839679"	"GENE"		"Gene"	
"OR2AQ1P"	"15099"	"GENE:81474"	"1839680"	"GENE"		"Gene"	
"RPL23AP60"	"23979"	"GENE:728933"	"1839681"	"GENE"		"Gene"	
"CD300C"	"8649"	"GENE:10871"	"1839682"	"GENE"		"Gene"	
"PRODH2"	"14096"	"GENE:58510"	"1839683"	"GENE"		"Gene"	
"CYCSP11"	"28782"	"GENE:360167"	"1841057"	"GENE"		"Gene"	
"LOC100653297"	"37712"	"GENE:100653297"	"1841058"	"GENE"		"Gene"	
"LCE1B"	"28226"	"GENE:353132"	"1841059"	"GENE"		"Gene"	
"UNC13A"	"9572"	"GENE:23025"	"1841060"	"GENE"		"Gene"	
"DGCR"	"1146"	"GENE:1714"	"1841061"	"GENE"		"Gene"	
"LIN28AP2"	"31867"	"GENE:100287388"	"1841062"	"GENE"		"Gene"	
"LINC00216"	"13382"	"GENE:55451"	"1841063"	"GENE"		"Gene"	
"PDCD6IP"	"7420"	"GENE:10015"	"1841064"	"GENE"		"Gene"	
"UHRF2P1"	"20225"	"GENE:260337"	"1841065"	"GENE"		"Gene"	
"SNORD110"	"29092"	"GENE:692213"	"1841066"	"GENE"		"Gene"	
"IGHVIII-16-1"	"10676"	"GENE:28350"	"1841067"	"GENE"		"Gene"	
"KIF6"	"18278"	"GENE:221458"	"1841068"	"GENE"		"Gene"	
"LOC100421985"	"37765"	"GENE:100421985"	"1841069"	"GENE"		"Gene"	
"CDKN2B"	"1643"	"GENE:1030"	"1841070"	"GENE"		"Gene"	
"RPS11P3"	"35335"	"GENE:100270898"	"1841071"	"GENE"		"Gene"	
"LOC100653027"	"37042"	"GENE:100653027"	"1841072"	"GENE"		"Gene"	
"C9orf148"	"28863"	"GENE:401550"	"1841073"	"GENE"		"Gene"	
"AASTH4"	"27063"	"GENE:544440"	"1841074"	"GENE"		"Gene"	
"TPGS1"	"20015"	"GENE:91978"	"1841075"	"GENE"		"Gene"	
"ADORA2B"	"118"	"GENE:136"	"1841076"	"GENE"		"Gene"	
"RPL7AP54"	"24992"	"GENE:390228"	"1841077"	"GENE"		"Gene"	
"OR11H5P"	"25065"	"GENE:390440"	"1841078"	"GENE"		"Gene"	
"PTCD2P1"	"34707"	"GENE:100131302"	"1841079"	"GENE"		"Gene"	
"SSU72P1"	"16004"	"GENE:286528"	"1841080"	"GENE"		"Gene"	
"VN1R100P"	"36295"	"GENE:100312846"	"1841081"	"GENE"		"Gene"	
"OTP"	"9909"	"GENE:23440"	"1841082"	"GENE"		"Gene"	
"SUMO1P3"	"26514"	"GENE:474338"	"1841083"	"GENE"		"Gene"	
"EIF4A2"	"1348"	"GENE:1974"	"1841084"	"GENE"		"Gene"	
"CATX-1"	"36907"	"GENE:100506513"	"1841085"	"GENE"		"Gene"	
"BW53"	"27463"	"GENE:544625"	"1841086"	"GENE"		"Gene"	
"LOC732229"	"39041"	"GENE:732229"	"1841087"	"GENE"		"Gene"	
"USO1"	"6781"	"GENE:8615"	"1841088"	"GENE"		"Gene"	
"ATP1B4"	"9908"	"GENE:23439"	"1841089"	"GENE"		"Gene"	
"LOC442161"	"25104"	"GENE:442161"	"1841090"	"GENE"		"Gene"	
"ATOH1"	"531"	"GENE:474"	"1841091"	"GENE"		"Gene"	
"EDDM3B"	"14342"	"GENE:64184"	"1841092"	"GENE"		"Gene"	
"LINC00282"	"21256"	"GENE:283521"	"1841093"	"GENE"		"Gene"	
"TRNF"	"3978"	"GENE:4558"	"1841094"	"GENE"		"Gene"	
"PAPA3"	"17370"	"GENE:338333"	"1841095"	"GENE"		"Gene"	
