GPL_ID	PROBE_NAME	GENE_SYMBOL	ENTREZ_ID	ORGANISM
GENE-EXPRESSION-1	NM_000876.1	IGF2R	3482	Homo sapiens
GENE-EXPRESSION-1	NM_020070.2	IGLL1	3543	Homo sapiens
GENE-EXPRESSION-1	NM_001556.1	IKBKB	3551	Homo sapiens
GENE-EXPRESSION-1	NM_014002.2	IKBKE	9641	Homo sapiens
GENE-EXPRESSION-1	NM_003639.2	IKBKG	8517	Homo sapiens
GENE-EXPRESSION-1	NM_000572.2	IL10	3586	Homo sapiens
GENE-EXPRESSION-1	NM_001558.2	IL10RA	3587	Homo sapiens
GENE-EXPRESSION-1	NM_000641.2	IL11	3589	Homo sapiens
GENE-EXPRESSION-1	NM_147162.1	IL11RA	3590	Homo sapiens
GENE-EXPRESSION-1	NM_000882.2	IL12A	3592	Homo sapiens
GENE-EXPRESSION-1	NM_002187.2	IL12B	3593	Homo sapiens
GENE-EXPRESSION-1	NM_005535.1	IL12RB1	3594	Homo sapiens
GENE-EXPRESSION-1	NM_001559.2	IL12RB2	3595	Homo sapiens
GENE-EXPRESSION-1	NM_002188.2	IL13	3596	Homo sapiens
GENE-EXPRESSION-1	NM_001560.2	IL13RA1	3597	Homo sapiens
GENE-EXPRESSION-1	NM_000640.2	IL13RA2	3598	Homo sapiens
GENE-EXPRESSION-1	NM_172174.1	IL15	3600	Homo sapiens
GENE-EXPRESSION-1	NM_002189.2	IL15RA	3601	Homo sapiens
GENE-EXPRESSION-1	NM_004513.4	IL16	3603	Homo sapiens
GENE-EXPRESSION-1	NM_002190.2	IL17A	3605	Homo sapiens
GENE-EXPRESSION-1	NM_014443.2	IL17B	27190	Homo sapiens
GENE-EXPRESSION-1	NM_052872.3	IL17F	112744	Homo sapiens
GENE-EXPRESSION-1	NM_014339.6	IL17RA	23765	Homo sapiens
GENE-EXPRESSION-1	NM_018725.3	IL17RB	55540	Homo sapiens
GENE-EXPRESSION-1	NM_001562.2	IL18	3606	Homo sapiens
GENE-EXPRESSION-1	NM_003855.2	IL18R1	8809	Homo sapiens
GENE-EXPRESSION-1	NM_003853.2	IL18RAP	8807	Homo sapiens
GENE-EXPRESSION-1	NM_013371.3	IL19	29949	Homo sapiens
GENE-EXPRESSION-1	NM_000575.3	IL1A	3552	Homo sapiens
GENE-EXPRESSION-1	NM_000576.2	IL1B	3553	Homo sapiens
GENE-EXPRESSION-1	NM_000877.2	IL1R1	3554	Homo sapiens
GENE-EXPRESSION-1	NM_173343.1	IL1R2	7850	Homo sapiens
GENE-EXPRESSION-1	NM_002182.2	IL1RAP	3556	Homo sapiens
GENE-EXPRESSION-1	NM_017416.1	IL1RAPL2	26280	Homo sapiens
GENE-EXPRESSION-1	NM_016232.4	IL1RL1	9173	Homo sapiens
GENE-EXPRESSION-1	NM_003854.2	IL1RL2	8808	Homo sapiens
GENE-EXPRESSION-1	NM_000577.3	IL1RN	3557	Homo sapiens
GENE-EXPRESSION-1	NM_000586.2	IL2	3558	Homo sapiens
GENE-EXPRESSION-1	NM_021803.2	IL21	59067	Homo sapiens
GENE-EXPRESSION-1	NM_021798.2	IL21R	50615	Homo sapiens
GENE-EXPRESSION-1	NM_020525.4	IL22	50616	Homo sapiens
GENE-EXPRESSION-1	NM_021258.2	IL22RA1	58985	Homo sapiens
GENE-EXPRESSION-1	NM_181310.1	IL22RA2	116379	Homo sapiens
GENE-EXPRESSION-1	NM_016584.2	IL23A	51561	Homo sapiens
GENE-EXPRESSION-1	NM_144701.2	IL23R	149233	Homo sapiens
GENE-EXPRESSION-1	NM_181339.1	IL24	11009	Homo sapiens
GENE-EXPRESSION-1	NM_022789.2	IL25	64806	Homo sapiens
GENE-EXPRESSION-1	NM_018402.1	IL26	55801	Homo sapiens
GENE-EXPRESSION-1	NM_145659.3	IL27	246778	Homo sapiens
GENE-EXPRESSION-1	NM_000417.1	IL2RA	3559	Homo sapiens
GENE-EXPRESSION-1	NM_000878.2	IL2RB	3560	Homo sapiens
GENE-EXPRESSION-1	NM_000206.1	IL2RG	3561	Homo sapiens
GENE-EXPRESSION-1	NM_000588.3	IL3	3562	Homo sapiens
GENE-EXPRESSION-1	NM_001012633.1	IL32	9235	Homo sapiens
GENE-EXPRESSION-1	NM_152456.1	IL34	146433	Homo sapiens
GENE-EXPRESSION-1	NM_002183.2	IL3RA	3563	Homo sapiens
GENE-EXPRESSION-1	NM_000589.2	IL4	3565	Homo sapiens
GENE-EXPRESSION-1	NM_000418.2	IL4R	3566	Homo sapiens
GENE-EXPRESSION-1	NM_000879.2	IL5	3567	Homo sapiens
GENE-EXPRESSION-1	NM_000564.3	IL5RA	3568	Homo sapiens
GENE-EXPRESSION-1	NM_000600.1	IL6	3569	Homo sapiens
GENE-EXPRESSION-1	NM_000565.2	IL6R	3570	Homo sapiens
GENE-EXPRESSION-1	NM_002184.2	IL6ST	3572	Homo sapiens
GENE-EXPRESSION-1	NM_000880.2	IL7	3574	Homo sapiens
GENE-EXPRESSION-1	NM_002185.2	IL7R	3575	Homo sapiens
GENE-EXPRESSION-1	NM_000584.2	IL8	3576	Homo sapiens
GENE-EXPRESSION-1	NM_000590.1	IL9	3578	Homo sapiens
GENE-EXPRESSION-1	NM_001137673.1	ILF3	3609	Homo sapiens
GENE-EXPRESSION-1	NM_005541.3	INPP5D	3635	Homo sapiens
GENE-EXPRESSION-1	NM_001569.3	IRAK1	3654	Homo sapiens
GENE-EXPRESSION-1	NM_001570.3	IRAK2	3656	Homo sapiens
GENE-EXPRESSION-1	NM_016123.1	IRAK4	51135	Homo sapiens
GENE-EXPRESSION-1	NM_002198.1	IRF1	3659	Homo sapiens
GENE-EXPRESSION-1	NM_002199.3	IRF2	3660	Homo sapiens
GENE-EXPRESSION-1	NM_001571.5	IRF3	3661	Homo sapiens
GENE-EXPRESSION-1	NM_002460.1	IRF4	3662	Homo sapiens
GENE-EXPRESSION-1	NM_002200.3	IRF5	3663	Homo sapiens
GENE-EXPRESSION-1	NM_001572.3	IRF7	3665	Homo sapiens
GENE-EXPRESSION-1	NM_002163.2	IRF8	3394	Homo sapiens
GENE-EXPRESSION-1	NM_001145805.1	IRGM	345611	Homo sapiens
GENE-EXPRESSION-1	NM_005101.3	ISG15	9636	Homo sapiens
GENE-EXPRESSION-1	NM_002201.4	ISG20	3669	Homo sapiens
GENE-EXPRESSION-1	NM_001257138.1	ITCH	83737	Homo sapiens
GENE-EXPRESSION-1	NM_181501.1	ITGA1	3672	Homo sapiens
GENE-EXPRESSION-1	NM_002203.2	ITGA2	3673	Homo sapiens
GENE-EXPRESSION-1	NM_000419.3	ITGA2B	3674	Homo sapiens
GENE-EXPRESSION-1	NM_000885.4	ITGA4	3676	Homo sapiens
GENE-EXPRESSION-1	NM_002205.2	ITGA5	3678	Homo sapiens
GENE-EXPRESSION-1	NM_000210.1	ITGA6	3655	Homo sapiens
GENE-EXPRESSION-1	NM_002208.4	ITGAE	3682	Homo sapiens
GENE-EXPRESSION-1	NM_002209.2	ITGAL	3683	Homo sapiens
GENE-EXPRESSION-1	NM_000632.3	ITGAM	3684	Homo sapiens
GENE-EXPRESSION-1	NM_000887.3	ITGAX	3687	Homo sapiens
GENE-EXPRESSION-1	NM_033666.2	ITGB1	3688	Homo sapiens
GENE-EXPRESSION-1	NM_000211.2	ITGB2	3689	Homo sapiens
GENE-EXPRESSION-1	NM_000212.2	ITGB3	3690	Homo sapiens
GENE-EXPRESSION-1	NM_001005731.1	ITGB4	3691	Homo sapiens
GENE-EXPRESSION-1	NM_005546.3	ITK	3702	Homo sapiens
GENE-EXPRESSION-1	NM_002227.1	JAK1	3716	Homo sapiens
GENE-EXPRESSION-1	NM_004972.2	JAK2	3717	Homo sapiens
GENE-EXPRESSION-1	NM_000215.2	JAK3	3718	Homo sapiens
GENE-EXPRESSION-1	NM_032801.3	JAM3	83700	Homo sapiens
GENE-EXPRESSION-1	NM_013289.2	KIR3DL1	3811	Homo sapiens
GENE-EXPRESSION-1	NM_006737.2	KIR3DL2	3812	Homo sapiens
GENE-EXPRESSION-1	NM_153443.3	KIR3DL3	115653	Homo sapiens
GENE-EXPRESSION-1	NM_001083539.1	KIR_Activating_Subgroup_1		Homo sapiens
GENE-EXPRESSION-1	NM_014512.1	KIR_Activating_Subgroup_2		Homo sapiens
GENE-EXPRESSION-1	NM_014218.2	KIR_Inhibiting_Subgroup_1		Homo sapiens
GENE-EXPRESSION-1	NM_014511.3	KIR_Inhibiting_Subgroup_2		Homo sapiens
GENE-EXPRESSION-1	NM_000222.2	KIT	3815	Homo sapiens
GENE-EXPRESSION-1	NM_002258.2	KLRB1	3820	Homo sapiens
GENE-EXPRESSION-1	NM_002259.3	KLRC1	3821	Homo sapiens
GENE-EXPRESSION-1	NM_002260.3	KLRC2	3822	Homo sapiens
GENE-EXPRESSION-1	NM_002262.3	KLRD1	3824	Homo sapiens
GENE-EXPRESSION-1	NM_016523.1	KLRF1	51348	Homo sapiens
GENE-EXPRESSION-1	NM_005810.3	KLRG1	10219	Homo sapiens
GENE-EXPRESSION-1	NM_007360.3	KLRK1	22914	Homo sapiens
GENE-EXPRESSION-1	NM_002286.5	LAG3	3902	Homo sapiens
GENE-EXPRESSION-1	NM_002288.3	LAIR2	3904	Homo sapiens
GENE-EXPRESSION-1	NM_005561.3	LAMP1	3916	Homo sapiens
GENE-EXPRESSION-1	NM_001122606.1	LAMP2	3920	Homo sapiens
GENE-EXPRESSION-1	NM_014398.3	LAMP3	27074	Homo sapiens
GENE-EXPRESSION-1	NM_001014987.1	LAT	27040	Homo sapiens
GENE-EXPRESSION-1	NM_004139.2	LBP	3929	Homo sapiens
GENE-EXPRESSION-1	NM_005356.2	LCK	3932	Homo sapiens
GENE-EXPRESSION-1	NM_005564.3	LCN2	3934	Homo sapiens
GENE-EXPRESSION-1	NM_002298.4	LCP1	3936	Homo sapiens
GENE-EXPRESSION-1	NM_001177388.1	LGALS3	3958	Homo sapiens
GENE-EXPRESSION-1	NM_002308.3	LGALS9	3965	Homo sapiens
GENE-EXPRESSION-1	NM_002309.3	LIF	3976	Homo sapiens
GENE-EXPRESSION-1	NM_006863.1	LILRA1	11024	Homo sapiens
GENE-EXPRESSION-1	NM_012276.3	LILRA4	23547	Homo sapiens
GENE-EXPRESSION-1	NM_181879.2	LILRA5	353514	Homo sapiens
GENE-EXPRESSION-1	NM_001081637.1	LILRB1	10859	Homo sapiens
GENE-EXPRESSION-1	NM_005874.1	LILRB2	10288	Homo sapiens
GENE-EXPRESSION-1	NM_006864.2	LILRB3	11025	Homo sapiens
GENE-EXPRESSION-1	NM_002332.2	LRP1	4035	Homo sapiens
GENE-EXPRESSION-1	NM_001099660.1	LRRN3	54674	Homo sapiens
GENE-EXPRESSION-1	NM_007161.3	LST1	7940	Homo sapiens
GENE-EXPRESSION-1	NM_000595.2	LTA	4049	Homo sapiens
GENE-EXPRESSION-1	NM_002341.1	LTB	4050	Homo sapiens
GENE-EXPRESSION-1	NM_002342.1	LTBR	4055	Homo sapiens
GENE-EXPRESSION-1	NM_002343.2	LTF	4057	Homo sapiens
GENE-EXPRESSION-1	NM_001135685.1	LTK	4058	Homo sapiens
GENE-EXPRESSION-1	NM_004271.3	LY86	9450	Homo sapiens
GENE-EXPRESSION-1	NM_001033667.1	LY9	4063	Homo sapiens
GENE-EXPRESSION-1	NM_015364.2	LY96	23643	Homo sapiens
GENE-EXPRESSION-1	NM_002350.1	LYN	4067	Homo sapiens
GENE-EXPRESSION-1	NM_005360.4	MAF	4094	Homo sapiens
GENE-EXPRESSION-1	NM_004988.4	MAGEA1	4100	Homo sapiens
GENE-EXPRESSION-1	NM_001166386.1	MAGEA12	4111	Homo sapiens
GENE-EXPRESSION-1	NM_005362.3	MAGEA3	4102	Homo sapiens
GENE-EXPRESSION-1	NM_001011548.1	MAGEA4	4103	Homo sapiens
GENE-EXPRESSION-1	NM_002364.4	MAGEB2	4113	Homo sapiens
GENE-EXPRESSION-1	NM_005462.4	MAGEC1	9947	Homo sapiens
GENE-EXPRESSION-1	NM_016249.3	MAGEC2	51438	Homo sapiens
GENE-EXPRESSION-1	NM_002755.2	MAP2K1	5604	Homo sapiens
GENE-EXPRESSION-1	NM_030662.2	MAP2K2	5605	Homo sapiens
GENE-EXPRESSION-1	NM_003010.2	MAP2K4	6416	Homo sapiens
GENE-EXPRESSION-1	NM_005921.1	MAP3K1	4214	Homo sapiens
GENE-EXPRESSION-1	NM_005923.3	MAP3K5	4217	Homo sapiens
GENE-EXPRESSION-1	NM_145333.1	MAP3K7	6885	Homo sapiens
GENE-EXPRESSION-1	NM_004579.2	MAP4K2	5871	Homo sapiens
GENE-EXPRESSION-1	NM_138957.2	MAPK1	5594	Homo sapiens
GENE-EXPRESSION-1	NM_002751.5	MAPK11	5600	Homo sapiens
GENE-EXPRESSION-1	NM_001315.1	MAPK14	1432	Homo sapiens
GENE-EXPRESSION-1	NM_001040056.1	MAPK3	5595	Homo sapiens
GENE-EXPRESSION-1	NM_002750.2	MAPK8	5599	Homo sapiens
GENE-EXPRESSION-1	NM_004759.3	MAPKAPK2	9261	Homo sapiens
GENE-EXPRESSION-1	NM_006770.3	MARCO	8685	Homo sapiens
GENE-EXPRESSION-1	NM_139125.3	MASP1	5648	Homo sapiens
GENE-EXPRESSION-1	NM_139208.1	MASP2	10747	Homo sapiens
GENE-EXPRESSION-1	NM_020746.3	MAVS	57506	Homo sapiens
GENE-EXPRESSION-1	NM_000242.2	MBL2	4153	Homo sapiens
GENE-EXPRESSION-1	NM_006500.2	MCAM	4162	Homo sapiens
GENE-EXPRESSION-1	NM_002397.3	MEF2C	4208	Homo sapiens
GENE-EXPRESSION-1	NM_000243.2	MEFV	4210	Homo sapiens
GENE-EXPRESSION-1	NM_006343.2	MERTK	10461	Homo sapiens
GENE-EXPRESSION-1	NM_001114614.1	MFGE8	4240	Homo sapiens
GENE-EXPRESSION-1	NM_000247.1	MICA	100507436	Homo sapiens
GENE-EXPRESSION-1	NM_005931.3	MICB	4277	Homo sapiens
GENE-EXPRESSION-1	NM_002415.1	MIF	4282	Homo sapiens
GENE-EXPRESSION-1	NM_000902.2	MME	4311	Homo sapiens
GENE-EXPRESSION-1	NM_002426.3	MMP12	4321	Homo sapiens
GENE-EXPRESSION-1	NM_004994.2	MMP9	4318	Homo sapiens
GENE-EXPRESSION-1	NM_005515.3	MNX1	3110	Homo sapiens
GENE-EXPRESSION-1	NM_001044370.1	MPPED1	758	Homo sapiens
GENE-EXPRESSION-1	NM_001531.2	MR1	3140	Homo sapiens
GENE-EXPRESSION-1	NM_002438.2	MRC1	4360	Homo sapiens
GENE-EXPRESSION-1	NM_152866.2	MS4A1	931	Homo sapiens
GENE-EXPRESSION-1	NM_000139.3	MS4A2	2206	Homo sapiens
GENE-EXPRESSION-1	NM_002445.3	MSR1	4481	Homo sapiens
GENE-EXPRESSION-1	NM_002447.1	MST1R	4486	Homo sapiens
GENE-EXPRESSION-1	NM_001018017.1	MUC1	4582	Homo sapiens
GENE-EXPRESSION-1	NM_002462.2	MX1	4599	Homo sapiens
GENE-EXPRESSION-1	NM_002468.3	MYD88	4615	Homo sapiens
GENE-EXPRESSION-1	NM_000615.5	NCAM1	4684	Homo sapiens
GENE-EXPRESSION-1	NM_000433.3	NCF2	4688	Homo sapiens
GENE-EXPRESSION-1	NM_000631.4	NCF4	4689	Homo sapiens
GENE-EXPRESSION-1	NM_004829.5	NCR1	9437	Homo sapiens
GENE-EXPRESSION-1	NM_006158.3	NEFL	4747	Homo sapiens
GENE-EXPRESSION-1	NM_172389.1	NFATC1	4772	Homo sapiens
GENE-EXPRESSION-1	NM_012340.3	NFATC2	4773	Homo sapiens
GENE-EXPRESSION-1	NM_004555.2	NFATC3	4775	Homo sapiens
GENE-EXPRESSION-1	NM_001136022.2	NFATC4	4776	Homo sapiens
GENE-EXPRESSION-1	NM_003998.2	NFKB1	4790	Homo sapiens
GENE-EXPRESSION-1	NM_002502.2	NFKB2	4791	Homo sapiens
GENE-EXPRESSION-1	NM_020529.1	NFKBIA	4792	Homo sapiens
GENE-EXPRESSION-1	NM_005601.3	NKG7	4818	Homo sapiens
GENE-EXPRESSION-1	NM_032206.4	NLRC5	84166	Homo sapiens
GENE-EXPRESSION-1	NM_001079821.2	NLRP3	114548	Homo sapiens
GENE-EXPRESSION-1	NM_006092.1	NOD1	10392	Homo sapiens
GENE-EXPRESSION-1	NM_022162.1	NOD2	64127	Homo sapiens
GENE-EXPRESSION-1	NM_153292.1	NOS2A	4843	Homo sapiens
GENE-EXPRESSION-1	NM_017617.3	NOTCH1	4851	Homo sapiens
GENE-EXPRESSION-1	NM_015718.2	NOX3	50508	Homo sapiens
GENE-EXPRESSION-1	NM_017970.3	NRDEZ		Homo sapiens
GENE-EXPRESSION-1	NM_003873.5	NRP1	8829	Homo sapiens
GENE-EXPRESSION-1	NM_002526.2	NT5E	4907	Homo sapiens
GENE-EXPRESSION-1	NM_020401.2	NUP107	57122	Homo sapiens
GENE-EXPRESSION-1	NM_006187.2	OAS3	4940	Homo sapiens
GENE-EXPRESSION-1	NM_004152.2	OAZ1	4946	Homo sapiens
GENE-EXPRESSION-1	NM_020530.4	OSM	5008	Homo sapiens
GENE-EXPRESSION-1	NM_173493.2	PASD1	139135	Homo sapiens
GENE-EXPRESSION-1	NM_016734.1	PAX5	5079	Homo sapiens
GENE-EXPRESSION-1	NM_018492.2	PBK	55872	Homo sapiens
GENE-EXPRESSION-1	NM_005018.1	PDCD1	5133	Homo sapiens
GENE-EXPRESSION-1	NM_025239.3	PDCD1LG2	80380	Homo sapiens
GENE-EXPRESSION-1	NM_016205.2	PDGFC	56034	Homo sapiens
GENE-EXPRESSION-1	NM_002609.3	PDGFRB	5159	Homo sapiens
GENE-EXPRESSION-1	NM_000442.3	PECAM1	5175	Homo sapiens
GENE-EXPRESSION-1	NM_005026.3	PIK3CD	5293	Homo sapiens
GENE-EXPRESSION-1	NM_002649.2	PIK3CG	5294	Homo sapiens
GENE-EXPRESSION-1	NM_006221.2	PIN1	5300	Homo sapiens
GENE-EXPRESSION-1	NM_000928.2	PLA2G1B	5319	Homo sapiens
GENE-EXPRESSION-1	NM_001004426.1	PLA2G6	8398	Homo sapiens
GENE-EXPRESSION-1	NM_002658.2	PLAU	5328	Homo sapiens
GENE-EXPRESSION-1	NM_001005376.1	PLAUR	5329	Homo sapiens
GENE-EXPRESSION-1	NM_002674.2	PMCH	5367	Homo sapiens
GENE-EXPRESSION-1	NM_006029.4	PNMA1	9240	Homo sapiens
GENE-EXPRESSION-1	NM_006235.2	POU2AF1	5450	Homo sapiens
GENE-EXPRESSION-1	NM_002698.2	POU2F2	5452	Homo sapiens
GENE-EXPRESSION-1	NM_015869.3	PPARG	5468	Homo sapiens
GENE-EXPRESSION-1	NM_002704.2	PPBP	5473	Homo sapiens
GENE-EXPRESSION-1	NM_006115.3	PRAME	23532	Homo sapiens
GENE-EXPRESSION-1	NM_005041.3	PRF1	5551	Homo sapiens
GENE-EXPRESSION-1	NM_002728.4	PRG2	5553	Homo sapiens
GENE-EXPRESSION-1	NM_006254.3	PRKCD	5580	Homo sapiens
GENE-EXPRESSION-1	NM_005400.2	PRKCE	5581	Homo sapiens
GENE-EXPRESSION-1	NM_002761.2	PRM1	5619	Homo sapiens
GENE-EXPRESSION-1	NM_000021.2	PSEN1	5663	Homo sapiens
GENE-EXPRESSION-1	NM_000447.2	PSEN2	5664	Homo sapiens
GENE-EXPRESSION-1	NM_002801.2	PSMB10	5699	Homo sapiens
GENE-EXPRESSION-1	NM_002799.2	PSMB7	5695	Homo sapiens
GENE-EXPRESSION-1	NM_004159.4	PSMB8	5696	Homo sapiens
GENE-EXPRESSION-1	NM_002800.4	PSMB9	5698	Homo sapiens
GENE-EXPRESSION-1	NM_002811.3	PSMD7	5713	Homo sapiens
GENE-EXPRESSION-1	NM_000953.2	PTGDR	5729	Homo sapiens
GENE-EXPRESSION-1	NM_004778.1	PTGDR2	11251	Homo sapiens
GENE-EXPRESSION-1	NM_000956.2	PTGER2	5732	Homo sapiens
GENE-EXPRESSION-1	NM_000963.1	PTGS2	5743	Homo sapiens
GENE-EXPRESSION-1	NM_080921.3	PTPRC	5788	Homo sapiens
GENE-EXPRESSION-1	NM_006505.3	PVR	5817	Homo sapiens
GENE-EXPRESSION-1	NM_013258.3	PYCARD	29108	Homo sapiens
GENE-EXPRESSION-1	NM_000448.2	RAG1	5896	Homo sapiens
GENE-EXPRESSION-1	NM_002908.2	REL	5966	Homo sapiens
GENE-EXPRESSION-1	NM_021975.2	RELA	5970	Homo sapiens
GENE-EXPRESSION-1	NM_006509.2	RELB	5971	Homo sapiens
GENE-EXPRESSION-1	NM_001128617.2	REPS1	85021	Homo sapiens
GENE-EXPRESSION-1	NM_002922.3	RGS1	5996	Homo sapiens
GENE-EXPRESSION-1	NM_003821.5	RIPK2	8767	Homo sapiens
GENE-EXPRESSION-1	NM_017578.2	ROPN1	54763	Homo sapiens
GENE-EXPRESSION-1	NM_134261.2	RORA	6095	Homo sapiens
GENE-EXPRESSION-1	NM_001001523.1	RORC	6097	Homo sapiens
GENE-EXPRESSION-1	NM_001010.2	RPS6	6194	Homo sapiens
GENE-EXPRESSION-1	NM_004165.1	RRAD	6236	Homo sapiens
GENE-EXPRESSION-1	NM_001754.4	RUNX1	861	Homo sapiens
GENE-EXPRESSION-1	NM_004350.1	RUNX3	864	Homo sapiens
GENE-EXPRESSION-1	NM_005621.1	S100A12	6283	Homo sapiens
GENE-EXPRESSION-1	NM_002963.2	S100A7	6278	Homo sapiens
GENE-EXPRESSION-1	NM_002964.3	S100A8	6279	Homo sapiens
GENE-EXPRESSION-1	NM_006272.1	S100B	6285	Homo sapiens
GENE-EXPRESSION-1	NM_199161.1	SAA1	6288	Homo sapiens
GENE-EXPRESSION-1	NM_014963.2	SBNO2	22904	Homo sapiens
GENE-EXPRESSION-1	NM_000450.2	SELE	6401	Homo sapiens
GENE-EXPRESSION-1	NR_029467.1	SELL	6402	Homo sapiens
GENE-EXPRESSION-1	NM_001206609.1	SELPLG	6404	Homo sapiens
GENE-EXPRESSION-1	NM_003007.2	SEMG1	6406	Homo sapiens
GENE-EXPRESSION-1	NM_002575.1	SERPINB2	5055	Homo sapiens
GENE-EXPRESSION-1	NM_000062.2	SERPING1	710	Homo sapiens
GENE-EXPRESSION-1	NM_020979.3	SH2B2	10603	Homo sapiens
GENE-EXPRESSION-1	NM_001114937.2	SH2D1A	4068	Homo sapiens
GENE-EXPRESSION-1	NM_053282.4	SH2D1B	117157	Homo sapiens
GENE-EXPRESSION-1	NM_021805.2	SIGIRR	59307	Homo sapiens
GENE-EXPRESSION-1	NM_023068.3	SIGLEC1	6614	Homo sapiens
GENE-EXPRESSION-1	NM_003037.2	SLAMF1	6504	Homo sapiens
GENE-EXPRESSION-1	NM_001184714.1	SLAMF6	114836	Homo sapiens
GENE-EXPRESSION-1	NM_021181.3	SLAMF7	57823	Homo sapiens
GENE-EXPRESSION-1	NM_000578.2	SLC11A1	6556	Homo sapiens
GENE-EXPRESSION-1	NM_005901.5	SMAD2	4087	Homo sapiens
GENE-EXPRESSION-1	NM_005902.3	SMAD3	4088	Homo sapiens
GENE-EXPRESSION-1	NM_018667.3	SMPD3	55512	Homo sapiens
GENE-EXPRESSION-1	NM_003745.1	SOCS1	8651	Homo sapiens
GENE-EXPRESSION-1	NM_017425.3	SPA17	53340	Homo sapiens
GENE-EXPRESSION-1	NM_173847.3	SPACA3	124912	Homo sapiens
GENE-EXPRESSION-1	NM_032461.2	SPANXB1	728695	Homo sapiens
GENE-EXPRESSION-1	NM_006846.3	SPINK5	11005	Homo sapiens
GENE-EXPRESSION-1	NM_003123.3	SPN	6693	Homo sapiens
GENE-EXPRESSION-1	NM_198265.1	SPO11	23626	Homo sapiens
GENE-EXPRESSION-1	NM_000582.2	SPP1	6696	Homo sapiens
GENE-EXPRESSION-1	NM_005635.2	SSX1	6756	Homo sapiens
GENE-EXPRESSION-1	NM_005636.3	SSX4	6759	Homo sapiens
GENE-EXPRESSION-1	NM_003032.2	ST6GAL1	6480	Homo sapiens
GENE-EXPRESSION-1	NM_007315.2	STAT1	6772	Homo sapiens
GENE-EXPRESSION-1	NM_005419.2	STAT2	6773	Homo sapiens
GENE-EXPRESSION-1	NM_139276.2	STAT3	6774	Homo sapiens
GENE-EXPRESSION-1	NM_003151.2	STAT4	6775	Homo sapiens
GENE-EXPRESSION-1	NM_012448.3	STAT5B	6777	Homo sapiens
GENE-EXPRESSION-1	NM_003153.3	STAT6	6778	Homo sapiens
GENE-EXPRESSION-1	NM_052902.2	STK11P		Homo sapiens
GENE-EXPRESSION-1	NM_003176.2	SYCP1	6847	Homo sapiens
GENE-EXPRESSION-1	NM_003177.3	SYK	6850	Homo sapiens
GENE-EXPRESSION-1	NM_016524.2	SYT17	51760	Homo sapiens
GENE-EXPRESSION-1	NM_153497.2	TAB1	10454	Homo sapiens
GENE-EXPRESSION-1	NM_003189.2	TAL1	6886	Homo sapiens
GENE-EXPRESSION-1	NM_004180.2	TANK	10010	Homo sapiens
GENE-EXPRESSION-1	NM_000593.5	TAP1	6890	Homo sapiens
GENE-EXPRESSION-1	NM_000544.3	TAP2	6891	Homo sapiens
GENE-EXPRESSION-1	NM_003190.4	TAPBP	6892	Homo sapiens
GENE-EXPRESSION-1	NM_001003799.1	TARP	445347	Homo sapiens
GENE-EXPRESSION-1	NM_015527.3	TBC1D10B	26000	Homo sapiens
GENE-EXPRESSION-1	NM_013254.2	TBK1	29110	Homo sapiens
GENE-EXPRESSION-1	NM_013351.1	TBX21	30009	Homo sapiens
GENE-EXPRESSION-1	NM_003202.2	TCF7	6932	Homo sapiens
GENE-EXPRESSION-1	NM_006521.3	TFE3	7030	Homo sapiens
GENE-EXPRESSION-1	NM_007162.2	TFEB	7942	Homo sapiens
GENE-EXPRESSION-1	NM_003234.1	TFRC	7037	Homo sapiens
GENE-EXPRESSION-1	NM_000660.3	TGFB1	7040	Homo sapiens
GENE-EXPRESSION-1	NM_003238.2	TGFB2	7042	Homo sapiens
GENE-EXPRESSION-1	NM_000361.2	THBD	7056	Homo sapiens
GENE-EXPRESSION-1	NM_003246.2	THBS1	7057	Homo sapiens
GENE-EXPRESSION-1	NM_006288.2	THY1	7070	Homo sapiens
GENE-EXPRESSION-1	NM_014261.1	TICAM1	148022	Homo sapiens
GENE-EXPRESSION-1	NM_021649.4	TICAM2	353376	Homo sapiens
GENE-EXPRESSION-1	NM_173799.2	TIGIT	201633	Homo sapiens
GENE-EXPRESSION-1	NM_148910.2	TIRAP	114609	Homo sapiens
GENE-EXPRESSION-1	NM_003263.3	TLR1	7096	Homo sapiens
GENE-EXPRESSION-1	NM_030956.2	TLR10	81793	Homo sapiens
GENE-EXPRESSION-1	NM_003264.3	TLR2	7097	Homo sapiens
GENE-EXPRESSION-1	NM_003265.2	TLR3	7098	Homo sapiens
GENE-EXPRESSION-1	NM_138554.2	TLR4	7099	Homo sapiens
GENE-EXPRESSION-1	NM_003268.3	TLR5	7100	Homo sapiens
GENE-EXPRESSION-1	NM_006068.2	TLR6	10333	Homo sapiens
GENE-EXPRESSION-1	NM_016562.3	TLR7	51284	Homo sapiens
GENE-EXPRESSION-1	NM_016610.2	TLR8	51311	Homo sapiens
GENE-EXPRESSION-1	NM_017442.2	TLR9	54106	Homo sapiens
GENE-EXPRESSION-1	NM_016192.2	TMEFF2	23671	Homo sapiens
GENE-EXPRESSION-1	NM_000594.2	TNF	7124	Homo sapiens
GENE-EXPRESSION-1	NM_006290.2	TNFAIP3	7128	Homo sapiens
GENE-EXPRESSION-1	NM_007115.2	TNFAIP6	7130	Homo sapiens
